walker	beta0	tau_sq_0	ell0	beta1	tau_sq_1	ell1	beta2	tau_sq_2	ell2	beta3	tau_sq_3	ell3	beta4	tau_sq_4	ell4	beta5	tau_sq_5	ell5	beta6	tau_sq_6	ell6	beta7	tau_sq_7	ell7	beta8	tau_sq_8	ell8	beta9	tau_sq_9	ell9	beta10	tau_sq_10	ell10	beta11	tau_sq_11	ell11	beta12	tau_sq_12	ell12	beta13	tau_sq_13	ell13	beta14	tau_sq_14	ell14	beta15	tau_sq_15	ell15	beta16	tau_sq_16	ell16	beta17	tau_sq_17	ell17	beta18	tau_sq_18	ell18	beta19	tau_sq_19	ell19	beta20	tau_sq_20	ell20	beta21	tau_sq_21	ell21	beta22	tau_sq_22	ell22	beta23	tau_sq_23	ell23	beta24	tau_sq_24	ell24	beta25	tau_sq_25	ell25	beta26	tau_sq_26	ell26	beta27	tau_sq_27	ell27	beta28	tau_sq_28	ell28	beta29	tau_sq_29	ell29	sigma_noise	sigma_gp	lambda	log_l	log_p
46	-4.254622500e+01	5.463337491e+00	8.536218657e+00	3.601725136e+01	6.692117636e+00	1.093673162e+01	1.224549256e+02	5.782079878e+00	1.524680801e+01	-6.292539032e+01	3.200435416e+00	9.853102845e+00	-2.502565532e+01	3.191930693e+00	6.822866287e+00	5.964373579e+01	5.361147639e+00	7.216231667e+00	2.892482382e+01	4.018364852e+00	7.864490449e+00	7.374727271e+01	6.335749897e+00	1.130811790e+01	8.772463810e+01	5.321593268e+00	7.280249618e+00	-5.599852399e+01	4.087746119e+00	8.318137616e+00	-1.125022916e+01	5.986202039e+00	6.506843577e+00	-9.163859368e+01	4.850422368e+00	1.036752748e+01	-1.792768564e+01	5.948484875e+00	8.950389028e+00	-2.607220550e+01	5.986474012e+00	9.127558772e+00	4.017667979e+01	5.993233785e+00	7.844750299e+00	-1.425065568e+01	4.304023799e+00	7.342138470e+00	-2.512845064e+01	6.015084379e+00	7.567961833e+00	3.406113849e+01	4.933634651e+00	8.957675655e+00	4.873133782e+01	5.129729063e+00	9.086782899e+00	-4.256765065e+01	5.216765977e+00	9.095480697e+00	2.378489010e+01	5.644757770e+00	8.311716382e+00	2.514942856e+01	5.905392192e+00	8.480580088e+00	-4.160596655e+01	5.093187547e+00	8.953514826e+00	-6.674234924e+01	5.797315976e+00	7.112056058e+00	1.057768902e+02	6.785101761e+00	7.437085120e+00	-3.171872231e+00	3.426679720e+00	1.017875301e+01	-3.950561827e+01	4.225060815e+00	8.999339350e+00	9.147573990e+00	5.347937398e+00	1.109179690e+01	-9.755331762e-01	5.560725826e+00	8.932370031e+00	1.539542914e+01	7.344222569e+00	9.968680876e+00	8.408310492e+00	6.468445558e+00	8.765118126e-01	-2.203456574e+04	-5.152192289e+02

47	-4.164805913e+01	3.214256681e+00	1.363578987e+01	-6.881025867e+01	4.325243201e+00	1.072778644e+01	8.250315529e+01	3.783780371e+00	1.108453767e+01	-9.293495472e+01	4.174267640e+00	7.731997752e+00	2.573199281e+01	3.179550750e+00	8.489257892e+00	7.337447398e+01	4.465505597e+00	9.082371252e+00	2.595043747e+01	3.364561048e+00	7.337597088e+00	8.806217771e+01	7.139735740e+00	9.966272857e+00	5.451909301e+01	5.295510964e+00	7.942718030e+00	-5.069171008e+01	4.548251900e+00	7.779057560e+00	2.127405068e+01	3.732035298e+00	9.869002530e+00	-5.904001970e+01	5.185008989e+00	8.629464768e+00	-8.971544468e+01	5.620200525e+00	7.819055125e+00	-5.900805825e+01	4.244698923e+00	8.886115742e+00	4.655716981e+01	7.162071666e+00	6.463222717e+00	-6.833028155e+01	4.040141165e+00	8.816059532e+00	1.940089009e+01	6.342369547e+00	7.375146556e+00	6.615885388e+01	4.325126613e+00	7.066888400e+00	1.549647989e+01	2.245020773e+00	1.055500067e+01	1.247762208e+01	5.090186142e+00	9.533310729e+00	3.097398550e+01	3.434185425e+00	9.345561436e+00	1.518339459e+01	6.355227474e+00	7.296636590e+00	3.335978788e+01	4.058664528e+00	6.876301165e+00	-6.391807273e+01	4.982463809e+00	5.094397467e+00	9.468264847e+01	7.025257610e+00	6.938314798e+00	-2.018691280e+01	4.442137980e+00	9.343318162e+00	-3.794638422e+01	5.673371325e+00	8.747692960e+00	8.797603678e+01	5.867703877e+00	1.048802068e+01	1.814529415e+01	5.419641882e+00	8.667678271e+00	8.516629427e+00	5.289045559e+00	9.443409035e+00	5.534400701e+00	7.306761286e+00	1.148418987e+00	-5.072787786e+04	-5.110302019e+02

48	-3.770055637e+01	5.617586490e+00	7.256760559e+00	-2.248201262e+00	4.124856157e+00	1.082620448e+01	8.365267357e+01	4.531253177e+00	1.432052107e+01	-3.790876581e+01	2.653025356e+00	1.134773663e+01	-5.814435227e+01	3.032083918e+00	7.869182606e+00	7.157552032e+01	3.625822485e+00	8.224271723e+00	4.415910462e+01	3.779675624e+00	6.322953103e+00	9.803869837e+01	5.020472477e+00	1.115915354e+01	2.858330384e+01	8.710750985e+00	9.214128411e+00	-7.065382414e+01	6.235845117e+00	8.806624343e+00	6.020037472e+01	3.077088560e+00	6.425648315e+00	-6.932415123e+01	5.108459588e+00	1.104578943e+01	-4.517785707e+01	4.835706197e+00	8.876324218e+00	6.243081159e+01	5.218573993e+00	1.045475954e+01	-1.469549997e+01	5.773693532e+00	6.789618832e+00	-5.118908251e+00	4.119766035e+00	6.930660242e+00	-3.771535849e+01	7.347857321e+00	7.955626446e+00	1.064634857e+01	5.059005709e+00	6.769311390e+00	-3.105594882e+01	4.590196180e+00	7.910400090e+00	2.064375564e+01	5.398212573e+00	9.823741894e+00	2.529591523e+01	3.974843625e+00	7.047989961e+00	9.667511233e+01	7.027650654e+00	7.116693905e+00	-3.472192007e+01	5.196544537e+00	8.311171450e+00	-9.084759324e+01	5.088930471e+00	6.641262159e+00	1.030647583e+02	7.419778111e+00	8.193748638e+00	-3.529087369e+01	6.861795413e+00	9.859202031e+00	-3.724621717e+01	4.251951238e+00	8.301286834e+00	5.181674539e+01	8.728444747e+00	8.691688197e+00	-3.838464566e+01	4.791472977e+00	6.935542207e+00	-4.761244787e+01	5.018626077e+00	9.760980993e+00	1.063653685e+01	9.150223074e+00	1.019428272e+00	-1.459040162e+04	-5.137242234e+02

49	-7.210135377e+01	2.732346302e+00	8.017969070e+00	-4.046454059e+01	6.590588221e+00	1.006081060e+01	4.362376902e+01	3.455567956e+00	9.954232791e+00	-1.658348930e+01	3.402135609e+00	6.381772135e+00	-2.954196182e+00	4.232860172e+00	6.395437121e+00	8.335179591e+01	3.793378502e+00	8.839587684e+00	5.651646470e+00	4.946356190e+00	7.359198318e+00	5.972670152e+01	6.498909242e+00	1.141140419e+01	1.516991759e+01	5.592143448e+00	1.072739895e+01	-8.176179686e+01	4.249927690e+00	4.464847409e+00	3.770214376e+01	3.703494892e+00	6.099668113e+00	6.583271988e+01	3.045654390e+00	8.567847782e+00	-4.324134933e+01	4.448170117e+00	9.223804769e+00	1.379381867e+01	4.729145508e+00	8.189837476e+00	6.656186402e+00	6.095848752e+00	7.208183375e+00	-1.071607373e+01	4.611291831e+00	8.372557500e+00	-1.511501062e+01	4.122581530e+00	7.374727589e+00	4.955392346e+01	4.639796302e+00	7.229333481e+00	-1.405384436e+01	3.563703703e+00	8.839737451e+00	3.112240161e+01	5.540018085e+00	8.118306952e+00	7.805884213e+00	3.825949092e+00	6.907306480e+00	1.140824389e+01	7.628162979e+00	9.612375468e+00	8.261436781e+01	6.085641887e+00	7.405535033e+00	-6.139516048e+01	7.850873034e+00	5.874292796e+00	5.994473841e+01	1.149446337e+01	5.444656845e+00	-1.108488741e+02	6.081776987e+00	1.350494105e+01	5.883688238e+00	5.498168964e+00	1.030749921e+01	2.774623928e+01	5.607161375e+00	7.654670923e+00	2.378559739e+01	5.033750306e+00	7.497451720e+00	-9.763999037e+00	5.903403620e+00	7.960479469e+00	6.371150458e+00	9.757800577e+00	1.126201105e+00	-2.485917568e+04	-5.110783466e+02

50	-2.358641414e+01	3.987119000e+00	1.016376934e+01	1.838776134e+01	5.915138090e+00	1.252451106e+01	4.068851889e+01	3.661297864e+00	1.223068334e+01	-3.591836040e+01	3.247403647e+00	8.453874675e+00	-2.524936267e+00	3.300940359e+00	8.039710808e+00	4.817437080e+01	4.116048577e+00	1.097197149e+01	1.071137990e+01	4.291919480e+00	6.242677440e+00	6.748246071e+01	7.938702413e+00	1.033054649e+01	4.087746916e+01	5.935627844e+00	7.545886515e+00	-8.608144634e+01	4.750981482e+00	7.063652491e+00	-2.656825388e+01	4.235692564e+00	4.926837355e+00	-2.778023251e+01	3.451987915e+00	7.735042883e+00	-9.010314818e+01	4.937531880e+00	6.159664772e+00	2.656489810e+01	5.117174541e+00	8.713313225e+00	3.141425869e+01	4.803856317e+00	8.219604905e+00	-2.331720955e+01	4.846542487e+00	7.970183803e+00	-3.682464247e+01	4.983292553e+00	5.755481488e+00	-4.548539333e+01	6.484520621e+00	6.878382823e+00	5.882856947e+01	2.660365174e+00	1.094915406e+01	-2.597002576e+00	4.542262475e+00	1.342319422e+01	-3.750196316e+01	4.507679543e+00	7.886289938e+00	1.342812425e+01	6.489418289e+00	8.291582563e+00	-7.702140711e+01	4.615132500e+00	7.849703174e+00	-5.743926309e+01	3.037617357e+00	4.384600278e+00	8.962301776e+01	7.179678133e+00	6.729549998e+00	-1.815177703e+01	4.257129931e+00	1.014972742e+01	-5.923565393e+01	3.789670531e+00	1.020509022e+01	4.744172013e+01	6.233166957e+00	7.793125943e+00	-1.266317298e+01	5.817122079e+00	8.009396780e+00	1.786246080e+01	4.828291988e+00	8.943886848e+00	9.306433000e+00	1.056619469e+01	1.210428743e+00	-1.458085892e+04	-5.108081750e+02

51	-2.489841736e+01	4.400869295e+00	8.255203461e+00	2.261636888e+01	4.173762057e+00	1.012991964e+01	2.428486296e+01	4.069323745e+00	1.558031864e+01	-6.989432843e+00	2.270400956e+00	8.917076345e+00	-1.144161390e+02	2.153685977e+00	5.557234983e+00	3.352948596e+01	3.241869697e+00	8.056377189e+00	7.270346843e+01	5.935648817e+00	7.023987182e+00	3.657948761e+00	7.909994413e+00	1.038417023e+01	-4.295823107e+00	5.177943155e+00	6.548679847e+00	-4.933223331e+01	3.893303521e+00	6.389903411e+00	1.444362744e+01	2.113802787e+00	5.108724910e+00	-2.852609536e+01	3.072719594e+00	8.302860956e+00	3.215842760e+01	5.075099288e+00	8.462225450e+00	1.008903109e+02	4.204813279e+00	8.323861622e+00	1.326151972e+01	7.377591299e+00	5.758960208e+00	-1.949190387e+01	6.791893303e+00	7.057692193e+00	-7.274217096e+01	6.755089556e+00	7.252212969e+00	5.479883755e+00	4.817276837e+00	8.016011053e+00	2.600020885e+01	5.283734164e+00	6.199712152e+00	-3.834339536e+01	3.256387468e+00	1.137132822e+01	1.635460388e+00	3.319367122e+00	7.241377063e+00	-6.941578099e+01	7.031355489e+00	6.123791330e+00	-4.792043391e+01	5.886253371e+00	7.052908436e+00	-6.282374018e+01	5.966429906e+00	7.320207322e+00	9.324551469e+01	7.656929809e+00	5.698716164e+00	5.539006448e+01	5.441714670e+00	1.062165339e+01	4.627446379e+01	4.708089629e+00	9.399503913e+00	9.267142342e+00	5.158892111e+00	8.162544940e+00	3.463685820e+01	3.945535456e+00	1.046690247e+01	7.393362452e+01	5.311121675e+00	1.005908504e+01	7.603565435e+00	7.322839976e+00	8.989831636e-01	-2.362791476e+04	-5.085176353e+02

52	-3.515203577e+00	3.758587256e+00	7.665967958e+00	-1.235762387e+01	5.080930464e+00	9.565159655e+00	6.634572314e+01	5.457406150e+00	1.192230574e+01	-9.018178126e+01	2.263403637e+00	8.342071606e+00	-7.084182739e+01	3.265948502e+00	7.215862689e+00	4.626313280e+01	4.351630969e+00	9.121623569e+00	4.546362051e+01	4.244103921e+00	7.760098859e+00	5.136004407e+01	7.540025260e+00	1.042458900e+01	4.411055667e+01	6.203396334e+00	1.051657872e+01	-6.589846746e+01	4.847827371e+00	5.495784971e+00	3.899965306e+01	5.484782173e+00	7.077368652e+00	-5.782870634e+00	3.984514395e+00	1.279472007e+01	-2.632975520e+01	5.136107537e+00	9.512349627e+00	-2.541448580e+01	4.211368814e+00	7.475507552e+00	3.074564102e+01	4.694336066e+00	8.457424630e+00	-6.761066780e+01	7.813070454e+00	6.961398991e+00	1.199847511e+00	5.328225754e+00	1.023344309e+01	6.539586360e+01	3.948451177e+00	8.858915527e+00	2.021993295e+01	3.314194558e+00	7.884115350e+00	-2.197440672e+00	5.886838233e+00	9.332170854e+00	-5.792698325e+01	3.628679895e+00	8.068583227e+00	4.264690504e+01	6.495493579e+00	8.241331830e+00	-1.646707029e+01	5.726574908e+00	9.021838120e+00	-2.443678556e+01	4.707391574e+00	5.999913957e+00	2.562491858e+01	7.340130263e+00	8.209095282e+00	-6.832808164e+00	4.996329229e+00	1.142268631e+01	-4.065995605e+01	4.767974993e+00	1.100412309e+01	4.614746700e+01	5.916313026e+00	7.286673417e+00	7.528043425e+01	6.821269562e+00	7.585315124e+00	-1.936090206e+01	6.024799962e+00	8.954705183e+00	7.951121441e+00	1.016729100e+01	9.401102902e-01	-1.512642427e+04	-5.135047763e+02

53	4.591137948e+01	2.592587322e+00	7.134515212e+00	4.376155130e+00	5.636321314e+00	1.155419854e+01	6.064187636e+01	4.103448853e+00	1.059531013e+01	-4.401691756e+01	3.020783198e+00	8.928654644e+00	3.280334376e+01	2.815511332e+00	8.716985033e+00	1.064444534e+02	3.524647421e+00	7.514862801e+00	3.035235139e+01	4.570102095e+00	7.284969686e+00	1.119228614e+02	6.079247985e+00	1.083017608e+01	-2.978503709e+01	4.662765630e+00	9.421415841e+00	-2.286261450e+01	5.249287731e+00	9.290228193e+00	1.919831928e+01	3.509450966e+00	7.853334956e+00	1.381713219e+01	3.677124547e+00	1.143565816e+01	-3.235209855e+01	4.696039112e+00	9.176771049e+00	-5.123546380e+01	4.120930329e+00	7.016703143e+00	1.012568294e+02	5.685996699e+00	5.977295989e+00	1.050369729e+01	6.023289096e+00	7.673007521e+00	2.505667710e+01	6.164289209e+00	8.853349258e+00	6.293761960e+01	4.948252698e+00	7.778075351e+00	-9.721236654e+00	3.652583697e+00	9.051979419e+00	-1.460371078e+01	4.230046145e+00	1.317929735e+01	-1.693457769e+01	2.685660116e+00	9.577861000e+00	2.108162466e+01	7.495828239e+00	9.375275982e+00	-2.545757401e+01	4.891461215e+00	7.432007801e+00	-4.044871837e+01	7.027592862e+00	5.996840722e+00	3.671655527e+01	7.275199267e+00	7.794995192e+00	2.299190450e+01	4.035570725e+00	9.783446605e+00	-4.090021444e+01	5.961360293e+00	7.605901732e+00	9.139805514e+01	4.319547585e+00	7.564159712e+00	-2.531670666e+01	4.677516137e+00	9.968350875e+00	-5.458278452e+01	5.030310777e+00	1.008400219e+01	7.610371803e+00	1.449070191e+01	9.351289486e-01	-2.157204899e+04	-5.117477355e+02

54	-5.821007732e+01	4.491412001e+00	8.241879132e+00	-7.117141087e+01	4.443451867e+00	9.219090103e+00	1.105323295e+02	5.271569416e+00	1.822742750e+01	-6.883573802e+01	2.802651537e+00	1.083352733e+01	-1.954943134e+01	2.360240890e+00	8.394450013e+00	1.007505428e+01	5.557274653e+00	1.172672207e+01	3.250147662e+01	4.057577309e+00	8.364338260e+00	1.964905587e+02	4.642818107e+00	1.005261593e+01	9.514901502e+01	1.162162899e+01	6.917479953e+00	-1.108959342e+02	5.202780708e+00	8.571727893e+00	3.147895961e+01	3.679158571e+00	6.989552365e+00	-7.221332518e+01	4.589713448e+00	1.155165944e+01	-9.234016911e+01	4.305609417e+00	6.233853989e+00	1.011141672e+02	3.096844565e+00	7.938405553e+00	-1.488518321e+01	4.655310438e+00	7.160108514e+00	2.706477996e+01	5.325454832e+00	6.708627531e+00	-5.011302481e+01	5.149727398e+00	8.382034831e+00	-8.194039913e+01	6.376014489e+00	8.288124297e+00	-1.089493711e+02	2.153696840e+00	9.576605751e+00	-1.498833812e+01	7.251987363e+00	1.069658224e+01	1.057601479e+02	4.077442164e+00	6.623968848e+00	-3.331972432e+00	6.570480024e+00	6.259173695e+00	-2.320695216e+01	4.825116263e+00	6.791930676e+00	-2.771486298e+01	4.534228768e+00	4.314685929e+00	1.584913861e+02	8.250398423e+00	5.637596104e+00	-9.806021766e+00	3.270323883e+00	1.139974260e+01	5.959390008e+01	3.720702262e+00	8.019209125e+00	1.161445370e+02	1.352448320e+01	1.250527295e+01	-6.743916159e+01	5.546622110e+00	6.754566682e+00	-6.422738676e+01	5.081853894e+00	1.317194838e+01	9.980494453e+00	7.515386995e+00	9.024343655e-01	-3.250265197e+04	-5.122059070e+02

55	-7.244326302e+01	2.574537586e+00	1.032168632e+01	-3.000382483e+01	4.319216736e+00	1.174810029e+01	1.203512534e+01	3.983373865e+00	9.505909422e+00	-6.808297098e+01	5.004543911e+00	7.295586714e+00	-1.044930048e+01	2.707291500e+00	6.183005278e+00	1.664370662e+02	4.249040364e+00	1.211824590e+01	3.643752654e+01	3.240759315e+00	7.518915970e+00	1.217135021e+02	6.304740128e+00	1.229680703e+01	3.473448490e+01	4.909422655e+00	1.097985700e+01	2.286765335e+01	4.148880649e+00	6.879021960e+00	6.612922053e+01	2.629235717e+00	6.800254642e+00	4.169848353e+00	3.896433210e+00	1.325643342e+01	-5.706291016e+01	4.909323301e+00	7.056314039e+00	-6.932275505e+01	4.199873306e+00	7.450704044e+00	3.123261014e+01	7.854940816e+00	5.513870210e+00	-6.711285913e+01	5.457228693e+00	7.807260625e+00	2.949377565e+01	5.752379566e+00	7.417801393e+00	1.263821702e+02	4.688496017e+00	6.559702992e+00	9.454136310e+01	2.560714682e+00	1.608081727e+01	-4.679166173e+01	6.027416650e+00	9.860214594e+00	9.053816879e+00	2.852514866e+00	7.395127440e+00	-4.785774777e+01	8.983740461e+00	6.690513804e+00	4.737409520e+01	4.745539737e+00	5.963992370e+00	-8.484911366e+01	5.786247610e+00	5.487509076e+00	9.233452753e+01	8.287553241e+00	6.391579737e+00	-3.293041001e+01	4.161309277e+00	8.266137063e+00	-1.204693000e+02	9.232503626e+00	9.451605970e+00	1.107178173e+02	6.162727543e+00	7.157727985e+00	-2.473384421e+01	6.810342859e+00	8.192371276e+00	4.216288552e+01	5.891651413e+00	7.539717279e+00	5.058349693e+00	1.046121314e+01	1.376263145e+00	-7.604309437e+04	-5.109947484e+02

56	-3.954384195e+01	6.448357954e+00	8.379063051e+00	4.413572077e+01	5.441871493e+00	1.094256642e+01	9.249669337e+01	4.859865405e+00	1.348364860e+01	-5.172897525e+01	3.375143193e+00	9.675486815e+00	-3.565567699e+01	4.466517552e+00	7.125724853e+00	7.349304710e+01	3.806237820e+00	7.456888303e+00	3.873683324e+01	4.162346340e+00	7.866369126e+00	4.948711082e+01	5.878678400e+00	1.365730721e+01	5.652281296e+00	6.236141175e+00	1.060251012e+01	-4.829337376e+01	5.364949562e+00	7.942854565e+00	2.570763290e+01	3.830472684e+00	6.685823130e+00	-4.142087593e+01	5.177660510e+00	1.026245221e+01	-4.886797991e-01	5.515857606e+00	9.058352761e+00	5.330806940e+00	5.843314733e+00	9.328515951e+00	2.440283940e+01	6.100392580e+00	7.292492113e+00	-1.163143920e+01	4.932454259e+00	8.262880280e+00	-2.779670950e+01	7.335628177e+00	8.057350709e+00	-8.990468843e+00	4.643567367e+00	7.109012508e+00	1.774196491e+01	4.154030136e+00	8.594068738e+00	2.121926060e+01	4.838534994e+00	1.218766796e+01	-3.409660838e+01	3.717246019e+00	7.178827458e+00	5.334128033e+01	5.757383244e+00	6.871232589e+00	-3.673036769e+01	4.412979949e+00	9.115893671e+00	-1.157898335e+02	5.086853857e+00	7.873844784e+00	8.210266887e+01	6.921181278e+00	8.170138997e+00	-8.940533042e+00	6.391864713e+00	1.067508310e+01	-1.197447563e+02	5.267700901e+00	8.911024761e+00	2.483921012e+01	5.933852546e+00	8.450961516e+00	1.552581075e+01	5.451937961e+00	7.754378596e+00	1.363015049e+00	6.130717185e+00	8.468623826e+00	1.111338436e+01	1.021596439e+01	1.026263750e+00	-1.173120872e+04	-5.158287260e+02

57	-3.191640844e+01	3.069879823e+00	7.653230764e+00	4.442373708e+01	4.270464395e+00	1.102228268e+01	1.241666342e+02	4.292040765e+00	9.302933324e+00	-1.404648712e+02	5.545661621e+00	6.191616217e+00	-1.157579174e+02	4.804666623e+00	4.470487737e+00	4.700909138e+01	2.696436383e+00	1.112997091e+01	7.616071448e+01	3.841554694e+00	5.494847021e+00	-3.322094581e-01	1.107935259e+01	1.666217282e+01	-4.039641423e+01	7.559826493e+00	6.918053152e+00	-1.607157731e+01	1.030922625e+01	6.210537768e+00	6.399388274e+01	5.483625572e+00	6.240560473e+00	7.178332079e+01	3.442644708e+00	4.931333947e+00	-2.253246824e+01	7.547335778e+00	5.813244051e+00	3.177383613e+01	3.519169002e+00	7.457300353e+00	-1.253031457e+02	6.491576639e+00	1.082697477e+01	-1.476193215e+02	6.946609661e+00	6.899436687e+00	5.321814308e+01	6.216688028e+00	6.546331765e+00	6.722859192e+01	6.042219320e+00	9.893844290e+00	-3.575682463e+01	4.248744259e+00	7.795516717e+00	4.135000665e+01	5.855279156e+00	1.278544291e+01	-7.016161529e+01	2.131059687e+00	8.999728532e+00	1.280613897e+02	3.919493034e+00	7.138782756e+00	-2.089494396e+01	4.747247496e+00	6.629372932e+00	-1.475397981e+02	5.202696416e+00	4.167104156e+00	-4.067163598e+01	5.802565185e+00	9.610024647e+00	6.035875121e+01	6.035747019e+00	1.219862751e+01	2.903246943e+01	5.693063238e+00	1.166877651e+01	-1.535152408e+01	9.678743474e+00	7.950153919e+00	-2.392605477e+01	7.745567523e+00	1.069993989e+01	5.515559535e+01	4.918469342e+00	7.597925504e+00	4.954284181e+00	7.113773458e+00	1.640213552e+00	-8.722393888e+04	-5.127811109e+02

58	-5.179984737e+01	4.164300569e+00	7.755737959e+00	1.061599163e-01	4.934598732e+00	1.188446227e+01	8.060660866e+01	4.829064139e+00	1.109659881e+01	-7.157109731e+01	2.770829098e+00	8.315670357e+00	-8.555528503e+01	3.099277073e+00	7.873858780e+00	6.829371665e+01	3.392238689e+00	8.757656805e+00	2.336769193e+01	6.113467602e+00	6.981868073e+00	5.712642792e+01	6.225119747e+00	1.176449469e+01	2.873397844e+01	6.310375650e+00	9.667398860e+00	-8.022970973e+01	4.154869489e+00	6.799357012e+00	-6.935034870e+00	3.432015082e+00	6.717393469e+00	-1.164277386e+01	3.743512110e+00	1.034185413e+01	-5.497589293e+01	4.839267718e+00	8.635957205e+00	-5.791695928e+00	4.353931013e+00	8.647549721e+00	2.628965127e+01	6.004179128e+00	7.329691544e+00	-5.521246628e+01	6.136019460e+00	7.612081255e+00	-3.936383623e+01	6.242101338e+00	7.624230411e+00	1.916503683e+01	4.308502848e+00	7.795581733e+00	6.386461089e+00	3.226318767e+00	8.401362765e+00	9.471706367e+00	4.608337755e+00	1.009782159e+01	-3.238704370e+01	5.405894097e+00	8.664484603e+00	1.410878735e+01	6.205805975e+00	8.054401289e+00	-3.757277997e+01	4.987652427e+00	8.470625959e+00	-6.800940188e+01	5.213830473e+00	6.853562648e+00	6.853011599e+01	6.684911431e+00	7.284179075e+00	7.807409158e+00	4.539047171e+00	1.109116306e+01	-1.041899434e+01	5.792165737e+00	8.250572136e+00	2.151442473e+01	5.956877931e+00	8.953758698e+00	1.537692502e+00	4.972446664e+00	8.494323684e+00	2.127396919e+01	6.255325367e+00	1.000257388e+01	7.553901549e+00	8.216615690e+00	1.011856577e+00	-2.087042074e+04	-5.125790833e+02

59	-2.048302571e+01	3.629489518e+00	8.045269966e+00	-5.380045778e+01	6.955854149e+00	1.055028074e+01	4.234241139e+01	4.384003429e+00	1.404126907e+01	-7.460236282e+01	3.317425979e+00	8.397779495e+00	3.925179877e+01	3.486466452e+00	8.926743137e+00	1.479484641e+01	3.296947128e+00	8.444753135e+00	6.647407379e+01	5.182316807e+00	6.571313187e+00	6.141121339e+01	5.569888688e+00	1.104832685e+01	-2.670643013e+01	5.363747070e+00	9.675132438e+00	-3.797210197e+01	5.210712407e+00	6.644741662e+00	-3.241722944e+01	4.900185053e+00	9.065440210e+00	4.268632558e+01	3.140175760e+00	9.873435834e+00	3.222692391e+01	4.162933902e+00	1.060919189e+01	-6.119801605e+01	4.014720194e+00	8.495714184e+00	-5.454299305e+01	6.107842514e+00	8.651471235e+00	-1.248424764e+01	6.383019803e+00	8.759380514e+00	5.332913916e+00	4.198471087e+00	8.350373270e+00	3.715468982e+01	5.455309081e+00	9.155626720e+00	-2.962162416e+01	2.625363859e+00	7.314891776e+00	-2.963391918e+00	5.048518941e+00	9.559152161e+00	-3.925800875e+01	2.675842114e+00	7.561077429e+00	2.472540647e+01	8.005997421e+00	8.548761721e+00	4.763975588e-01	6.944665569e+00	8.157010978e+00	-7.517237887e+01	6.194054962e+00	5.365977056e+00	6.759426635e+01	8.908471772e+00	8.222250533e+00	-5.149265080e+00	4.537698075e+00	1.297758495e+01	1.082966479e+01	5.089152928e+00	1.090133583e+01	-1.589692587e+01	5.847796104e+00	7.650122384e+00	1.347954641e+01	5.590739350e+00	8.293253150e+00	-5.371631141e+01	5.328858190e+00	9.270401720e+00	7.663789957e+00	7.759714274e+00	8.614978019e-01	-1.526090885e+04	-5.132746324e+02

60	-8.239023030e+01	3.223689238e+00	7.483906890e+00	3.157573595e+01	4.610174020e+00	1.151661744e+01	-8.244359270e+00	3.600708612e+00	1.102358737e+01	-6.585299802e+01	2.619458304e+00	8.057849425e+00	4.682702474e+01	4.268616219e+00	1.098419857e+01	7.935751340e+01	3.388953252e+00	8.133815363e+00	-9.327388642e+00	5.074013170e+00	7.219288650e+00	1.083176007e+02	5.000522708e+00	1.005072707e+01	6.952627110e+01	5.674512947e+00	7.046058232e+00	-9.729590554e+01	7.473860235e+00	7.359854466e+00	1.025304401e+01	4.495944768e+00	4.745858281e+00	-6.509426168e+01	4.740522505e+00	1.047428022e+01	-1.210880283e+02	5.701601620e+00	7.816098200e+00	-3.340777816e+01	3.760181071e+00	8.471112078e+00	2.710443148e+01	4.385602859e+00	8.473007539e+00	5.079754803e+01	4.903392844e+00	5.654615633e+00	2.442076663e+01	5.702694394e+00	9.604085925e+00	-1.552204469e+01	4.198585483e+00	6.509749846e+00	-3.397134678e+00	3.484830002e+00	7.416618864e+00	-1.796287697e+01	9.895842904e+00	9.001091293e+00	3.144198552e+01	4.897958609e+00	9.698009508e+00	7.438993825e+01	5.090202008e+00	1.061026734e+01	-3.700773744e+01	5.322848769e+00	7.705958718e+00	-3.683454746e+01	5.046238082e+00	5.786930693e+00	1.413276447e+01	8.612942684e+00	6.116235267e+00	-1.183429530e+01	3.641379576e+00	1.270749471e+01	-1.071521684e+01	3.767611970e+00	8.410041498e+00	5.180197758e+01	5.274262001e+00	9.109727447e+00	-7.045395074e+01	6.485655038e+00	7.712984846e+00	-3.661474797e+00	5.933690196e+00	1.008079960e+01	7.757466990e+00	7.435268068e+00	1.047612125e+00	-2.718284080e+04	-5.114311736e+02
