walker	beta0	ell0	sigma_noise	sigma_gp	beta1	ell1	beta2	ell2	beta3	ell3	beta4	ell4	beta5	ell5	beta6	ell6	beta7	ell7	beta8	ell8	beta9	ell9	beta10	ell10	beta11	ell11	beta12	ell12	beta13	ell13	beta14	ell14	beta15	ell15	beta16	ell16	beta17	ell17	beta18	ell18	beta19	ell19	beta20	ell20	beta21	ell21	beta22	ell22	beta23	ell23	beta24	ell24	beta25	ell25	beta26	ell26	beta27	ell27	beta28	ell28	beta29	ell29	log_l	log_p
146	4.199166906e-01	3.720781566e+00	1.372778454e+00	1.563477587e+00	-4.082533905e-01	1.182792078e+00	-1.364276746e+00	9.331240138e-01	8.778033040e-01	1.343606408e+00	-3.079321393e-01	2.685918950e+00	4.283953635e-01	3.296047427e+00	1.027054746e-01	1.357483519e+00	-1.803629890e-01	1.204934203e+00	-1.232200470e-01	1.572922360e+00	9.795445210e-01	1.326275207e+00	3.450936370e-01	1.532275866e+00	1.241493861e-01	9.396020044e-01	8.957003470e-01	1.398452846e+00	1.107316237e-01	1.595466918e+00	1.039398847e-01	1.411897835e+00	-2.429388855e-01	1.788264608e+00	4.529274990e-01	1.406506786e+00	5.045726572e-01	1.778727119e+00	-1.281929608e-03	8.643158658e-01	1.119696572e+00	1.471387328e+00	-1.047159848e+00	1.201846985e+00	-9.408756396e-01	1.808844776e+00	-1.085121303e+00	7.061904436e-01	7.350175181e-01	3.081201036e+00	1.787910927e-01	1.580622939e+00	-9.835768774e-02	2.172752123e+00	5.779988082e-01	9.849388986e-01	-6.767674813e-01	1.723332288e+00	4.108379285e-01	1.592123310e+00	-3.673653804e-01	1.798276022e+00	-6.882377028e+02	-9.774373911e+01

147	8.473936943e-01	6.665913559e-01	8.044559859e-01	1.845402872e+00	-1.564689353e-01	1.912275651e+00	1.711051965e-01	1.256141635e+00	7.484457535e-01	1.354368249e+00	6.765263197e-01	2.792231411e+00	-2.802630310e-01	1.762898056e+00	-9.408597837e-01	1.465340506e+00	-3.826994657e-01	1.077871839e+00	4.966185912e-01	2.429795188e+00	7.197448648e-01	1.287119022e+00	1.081228935e+00	7.904871717e-01	4.307835784e-01	1.288326087e+00	6.655120751e-01	2.594880814e+00	-2.474463879e-02	2.031511110e+00	-1.274928441e-01	1.401247203e+00	-3.639593887e-02	2.276221628e+00	5.244208152e-02	1.503366714e+00	-1.772974480e-01	1.645129451e+00	-1.439974283e+00	1.025051267e+00	8.123302317e-01	1.287157495e+00	2.167778832e-01	1.263894723e+00	-4.596909013e-01	3.392855985e+00	-1.340355895e-01	1.436224877e+00	1.303310699e+00	1.293910780e+00	8.301643174e-01	1.653754882e+00	5.083096572e-01	2.225849614e+00	4.095415257e-01	1.220190828e+00	-2.312548150e-01	1.364591239e+00	5.765797701e-01	1.340121564e+00	-1.350384465e-01	1.424492861e+00	-6.393508922e+02	-9.681295174e+01

148	1.158891781e+00	7.604811724e-01	5.739593620e-01	4.552270186e+00	-1.681964940e-01	1.089711595e+00	4.752005653e-01	2.843760141e-01	6.761081273e-01	3.312027491e+00	-7.645402038e-01	1.431069327e+00	5.183240658e-01	7.732104700e-01	-6.621581121e-01	1.410949026e+00	1.065781141e+00	2.301973942e+00	-7.539544395e-01	1.672105679e+00	-3.706049990e-01	4.289000759e+00	-1.469599190e+00	4.945358064e-01	-8.023427187e-01	7.471851002e-01	2.206498232e+00	9.745329123e-01	-3.064012091e-01	4.627010300e-01	1.146443594e+00	2.143427550e+00	7.964353173e-01	8.977090801e-01	9.429488897e-02	8.197156236e-01	1.245159872e+00	1.980085029e+00	-1.329806164e+00	2.001017144e+00	1.786101625e+00	1.292396195e+00	4.543167775e-01	1.247753000e+00	-1.865168231e-01	1.493626499e+00	2.773548444e-01	2.176230847e+00	-1.920833934e-01	1.499833707e+00	-8.100999916e-01	1.113160337e+00	-3.716252357e-01	2.636240019e+00	1.039384770e+00	1.379682566e+00	-6.689514438e-01	8.634092428e-01	5.224765536e-01	1.850889223e+00	-5.479637088e-01	1.124217539e+00	-7.108781111e+02	-9.608375127e+01

149	1.240879463e-02	1.852178987e+00	2.309604844e-01	3.292870966e+00	-2.263391837e-01	1.286093479e+00	5.541542538e-01	4.513605237e+00	-4.104242993e-01	1.815169021e-01	1.331893050e+00	3.297892969e-01	7.851502287e-01	1.743477412e+00	1.378566942e+00	1.090155770e+00	-5.120736825e+00	2.141740446e+00	-1.320910432e+00	3.569682757e-01	2.222828817e+00	4.024684572e+00	4.751923330e-02	1.046681647e+00	1.126358632e-01	2.354171454e+00	-2.166035068e+00	2.094074490e+00	-9.212388614e-01	1.860850942e-01	-5.073480220e-01	2.066886482e+00	-1.562239453e+00	2.852845005e+00	-7.156561262e-02	6.500456299e-01	-8.764593975e-01	1.402811594e+00	1.971443208e+00	2.435451373e-01	4.355436973e-01	1.988484406e-01	-9.945164709e-01	1.528553830e+00	-2.419968290e+00	7.082666380e-01	-2.260030302e+00	2.158272065e+00	3.422437487e-01	1.042464232e+00	-1.361831080e+00	1.385413393e+00	1.700575087e-01	6.412447404e-01	3.930618815e+00	1.263336370e+00	7.390147691e-01	1.344120123e+00	2.066745836e+00	7.874019634e-01	-1.847500098e+00	3.932690205e-01	9.250374218e+04	-1.022347816e+02

150	2.595688392e-01	1.498424986e+00	1.072060797e+00	1.923042316e+00	7.321504681e-02	2.537194683e+00	-6.594810277e-01	1.046602860e+00	1.624974493e-01	1.849900757e+00	-1.860706050e-01	7.191550171e-01	-4.600758712e-01	1.538854446e+00	4.355935931e-02	1.176551453e+00	3.804016415e-01	1.217566147e+00	2.413349478e-01	2.127213171e+00	8.838944510e-01	9.823625681e-01	5.830246505e-01	1.061323846e+00	-7.417688942e-01	4.158454524e-01	1.462418519e-01	1.661643579e+00	6.379664492e-01	1.881147106e+00	1.908037200e-01	1.522484153e+00	2.352700017e-01	4.608734300e-01	1.615128064e+00	1.310512669e+00	3.112032452e-01	1.674609587e+00	-9.669890584e-02	8.745985170e-01	-9.190131716e-01	1.840550144e+00	-1.135985787e+00	8.913762092e-01	-3.758496096e-01	2.505307062e+00	-3.796421815e-01	1.579443466e+00	1.804383576e-01	2.900874005e+00	4.083767628e-01	2.223933566e+00	1.805939052e-01	2.082580066e+00	4.308187532e-02	6.944550975e-01	-2.382458642e-02	1.031040087e+00	-7.544135633e-03	9.867591698e-01	1.656960363e+00	1.479569273e+00	-6.599944320e+02	-9.291681334e+01

151	1.041675084e-01	1.575762935e+00	1.770670154e+00	2.048754693e+00	1.502356915e-01	2.247412303e+00	1.101293977e-02	1.359118100e+00	2.783665393e-01	2.130087625e+00	2.071542750e-01	9.151168200e-01	8.673743198e-01	2.082271503e+00	-5.173791328e-01	1.042896026e+00	-2.307236101e-01	1.120866580e+00	4.877245598e-01	2.178668312e+00	3.736015819e-01	1.267112409e+00	2.644827107e-01	7.914914905e-01	1.043917062e+00	1.361389334e+00	9.398472300e-01	1.793303576e+00	6.848444835e-01	1.929395492e+00	3.849483205e-01	1.539979694e+00	-6.408481094e-01	1.296389785e+00	5.026049679e-01	1.223594228e+00	-5.828180001e-02	2.626252716e+00	2.522652875e-02	1.733291868e+00	2.080827862e-01	2.091129328e+00	1.027021533e-01	1.476889969e+00	-6.399391814e-01	2.012413445e+00	-9.745674592e-02	2.049682266e+00	6.410823744e-01	1.314668908e+00	2.494904470e-01	1.717286263e+00	-5.775527785e-01	2.259625238e+00	-4.631241000e-01	1.289571520e+00	-9.804376340e-03	2.249756132e+00	-3.839605485e-01	1.617328823e+00	1.936711381e-01	1.003054138e+00	-7.346573128e+02	-9.834031503e+01

152	3.071235158e-01	2.036389141e+00	9.267880320e-01	2.683366673e+00	2.072033630e+00	2.289979516e+00	-2.770165370e-01	2.049652540e+00	-3.310415448e-01	2.215601033e+00	-9.929600651e-02	1.668008090e+00	5.972583598e-01	2.195044531e+00	-3.316191462e-01	1.570294855e+00	-4.406772956e-01	9.617524317e-01	1.262516194e-01	1.135304252e+00	6.360258678e-01	2.131247858e+00	-5.375874742e-01	1.189947586e+00	3.979384635e-01	1.488186663e+00	-3.380066325e-01	2.666456011e+00	-3.238979502e-01	1.925699422e+00	1.704023366e-01	6.468258146e-01	-8.566154578e-01	1.867456563e+00	8.088864051e-02	2.259934750e+00	-1.307580191e-01	1.321617050e+00	1.351203884e-01	1.020329893e+00	-4.792307070e-01	2.169054962e+00	4.990224456e-01	1.340403314e+00	-1.221069940e+00	2.354222644e+00	-9.206462713e-01	1.227295460e+00	5.259117113e-01	1.905021156e+00	-4.339797098e-01	1.570671069e+00	1.849458497e-01	1.764264321e+00	6.003343961e-01	9.483550781e-01	9.273679467e-01	5.300990354e+00	2.488136082e-01	1.527792699e+00	-1.828305572e-01	5.013557996e-01	-6.692818970e+02	-1.013180314e+02

153	1.052266856e-01	1.693375280e+00	1.117786818e+00	1.900465851e+00	4.799969773e-01	1.770978702e+00	-6.074111556e-01	1.232108531e+00	4.099033455e-01	1.186465365e+00	-5.352748126e-02	2.183567197e+00	-3.957157038e-01	1.582957554e+00	-6.052477045e-01	1.314117412e+00	-4.067342339e-01	1.664030916e+00	-6.200829110e-02	1.565547732e+00	9.212230436e-02	1.477228005e+00	4.250763393e-02	1.158837724e+00	-1.130722059e+00	1.282364969e+00	6.162863659e-01	2.118113786e+00	-1.400794410e-01	1.678895766e+00	5.763719481e-01	1.495998433e+00	5.657398781e-01	1.794803446e+00	-2.624957733e-01	1.083138932e+00	-7.183299267e-01	1.115768681e+00	-5.790809753e-01	1.148132182e+00	6.095915283e-02	1.344045297e+00	-1.001535248e+00	1.301445096e+00	-1.038759621e-01	2.317247862e+00	2.452715421e-01	1.854852500e+00	8.731610803e-01	1.536510015e+00	4.662574167e-01	1.918638248e+00	4.497619920e-01	1.298087794e+00	-5.054648658e-01	1.296592028e+00	-1.085062267e+00	1.625153786e+00	8.916529444e-01	1.645657149e+00	-3.280068573e-02	1.982658618e+00	-6.894988949e+02	-9.578550041e+01

154	1.274356212e+00	1.307308091e+00	7.944694393e-01	1.645918904e+00	9.001075029e-01	2.522156960e+00	2.916866830e-01	1.534862641e+00	2.338371157e-01	1.937424999e+00	-3.142156820e-02	1.619911324e+00	1.867273485e-02	1.027325904e+00	-5.558200801e-01	9.650419518e-01	-9.844354737e-01	1.108200645e+00	-3.114387659e-01	2.089776341e+00	6.257385760e-01	2.022141008e+00	6.154567313e-01	9.582301527e-01	-6.732471636e-02	1.560072852e+00	-4.858775924e-01	1.752569497e+00	7.381081426e-01	7.054783177e-01	-7.674502929e-02	1.249855138e+00	-1.103880600e-01	1.390483956e+00	2.074599881e-01	1.617692166e+00	9.384491121e-01	2.509594076e+00	2.157608252e-01	1.117991486e+00	6.521951333e-01	1.621200445e+00	-6.001465160e-01	1.131680113e+00	-7.473073959e-01	2.991550124e+00	-1.663448798e-01	1.059236503e+00	1.054802317e-01	1.653000945e+00	1.634236470e-01	1.162398189e+00	6.461990569e-01	2.429422868e+00	7.555477104e-01	1.070177844e+00	1.055292127e+00	1.074846933e+00	-9.161573019e-03	1.402716128e+00	5.787179487e-02	1.321697220e+00	-6.455526290e+02	-9.419509068e+01

155	5.432386872e-02	2.566742607e+00	8.956430172e-01	2.024954513e+00	-2.005717513e-01	1.529147615e+00	-5.787477228e-02	1.443780631e+00	7.423424056e-02	4.959580652e-01	1.697302778e-01	3.274902305e+00	-7.895088782e-02	3.058696567e+00	-9.080617303e-01	1.421622245e+00	-3.780315136e-01	1.411123208e+00	-4.484126702e-02	1.850345242e+00	5.538259674e-01	1.662621274e+00	-2.996117962e-01	1.247308641e+00	-4.602383264e-01	5.997631993e-01	7.381509654e-01	3.119801766e+00	-1.613137785e-01	1.116868265e+00	6.248042715e-01	2.527241372e+00	4.977197910e-01	1.802082936e+00	2.634471913e-01	1.047009215e+00	3.068368293e-01	1.510919825e+00	-1.920001963e-02	1.266993197e+00	2.862887606e-01	1.702267138e+00	-6.293337247e-01	1.418376402e+00	-5.424245432e-01	2.660538657e+00	1.324705418e-01	2.368137075e+00	4.404745735e-01	1.390269122e+00	-2.383151501e-01	1.832943558e+00	4.791164541e-01	1.678865688e+00	3.927342527e-01	1.398236649e+00	1.054343811e+00	1.426718060e+00	1.032934232e-01	1.951407864e+00	-1.321952987e-01	5.786785408e-01	-6.391428514e+02	-9.869343256e+01

156	5.406941937e-02	1.065726734e+00	8.118947875e-01	1.954946074e+00	-1.632844134e-01	1.599843793e+00	-6.781104618e-01	1.202360749e+00	6.015610419e-02	1.442122188e+00	2.635037446e-01	1.945908500e+00	5.514074011e-01	1.624184668e+00	-5.097535734e-01	1.328666175e+00	2.452600807e-01	1.311706492e+00	-1.279847378e-01	1.624116812e+00	1.017470300e+00	1.535302542e+00	8.962883286e-02	1.077749236e+00	-5.532513289e-02	1.074321366e+00	-2.710909932e-01	2.099778784e+00	-4.803058281e-01	2.044436301e+00	1.348210608e-01	1.271224083e+00	1.080715595e-01	1.324962087e+00	-3.369198523e-01	1.670389393e+00	-1.109406837e-01	1.148649012e+00	2.419898277e-01	1.908739901e+00	-3.685261338e-01	3.703353412e-01	-5.213773107e-01	1.414988340e+00	1.147391010e-01	2.583711806e+00	7.910158682e-01	1.947237563e+00	2.266440030e-01	1.155729916e+00	-4.850137848e-01	2.057377084e+00	-1.285530094e-01	1.740748206e+00	-4.251877637e-02	1.964783812e+00	6.955446875e-01	2.027452989e+00	6.799493697e-01	1.725884411e+00	2.710554531e-01	8.506736126e-01	-6.337945693e+02	-9.446972187e+01

157	-3.461618663e-01	1.167424582e+00	1.459292531e+00	2.232694051e+00	9.791362191e-01	1.276332911e+00	-1.686501237e-01	1.885475654e+00	-1.577250978e-01	1.434584598e+00	-6.279196220e-01	1.523418433e+00	4.552031412e-01	1.151742022e+00	9.479836312e-01	1.281086784e+00	-8.135992793e-02	1.237671492e+00	3.545518083e-01	1.669482048e+00	3.841071657e-01	1.237440877e+00	1.400279933e-01	1.536259453e+00	-2.185496229e-01	2.167929655e+00	-2.698690503e-01	1.773632536e+00	-5.069207907e-01	2.236827483e+00	-7.146244915e-01	1.260659750e+00	8.777230180e-01	1.146672175e+00	4.503116665e-01	1.720417923e+00	4.125623400e-01	2.729279969e+00	6.355810935e-01	1.437112485e+00	-5.763389863e-01	1.665707961e+00	4.855647231e-01	9.800889250e-01	-7.304767905e-01	1.684443424e+00	-1.108211993e-03	1.688490113e+00	1.810457465e-01	9.434915386e-01	-1.702736826e-01	1.575787173e+00	-1.265297914e-01	1.606967368e+00	-3.707067950e-01	1.807377345e+00	-2.583350629e-01	1.610419705e+00	-4.861115088e-01	1.978141587e+00	5.242281978e-01	1.335834045e+00	-7.162702783e+02	-9.613076560e+01

158	1.205686926e-01	1.465522054e+00	1.179254567e+00	1.798161450e+00	-8.478528733e-01	1.545272275e+00	8.405722280e-02	1.439215270e+00	2.077378573e-02	1.697108203e+00	1.947950613e-01	2.083288061e+00	2.435276718e-01	1.381115782e+00	2.483527006e-01	1.398856992e+00	-6.352556082e-02	1.485327466e+00	-6.553388822e-01	1.839286199e+00	2.270069749e-01	1.006235214e+00	-3.130039691e-01	1.103254842e+00	3.509588031e-01	1.238774915e+00	6.263796768e-01	1.407354293e+00	-3.825346887e-01	2.834941102e+00	1.463961109e-01	1.189648423e+00	4.396521224e-01	1.836039697e+00	-1.705060042e-01	1.271178953e+00	2.633039368e-01	1.465846336e+00	-5.752515285e-02	1.398871789e+00	5.890552491e-01	1.385250784e+00	-1.221023861e-02	1.231872945e+00	-3.525305357e-01	2.047003093e+00	-4.148982992e-02	1.948779534e+00	-3.626181389e-02	8.393365667e-01	1.759758775e-01	1.316940592e+00	-1.859340151e-01	1.413151634e+00	1.479212035e-01	1.126942754e+00	6.714129060e-01	1.444179511e+00	-3.095879873e-02	1.058995279e+00	1.027484223e+00	1.034262874e+00	-6.691001408e+02	-9.251051129e+01

159	8.443144950e-01	1.124955275e+00	9.396293303e-01	2.334044726e+00	2.038264924e-01	1.491071500e+00	2.326801257e-01	1.765335518e+00	-9.560164679e-01	1.843418700e+00	2.201691156e-01	1.272937903e+00	-5.192983174e-01	1.572783834e+00	-5.874677554e-01	1.296818651e+00	-1.258277327e+00	1.156161472e+00	-4.558905440e-01	1.380293070e+00	2.571855773e-01	1.492639690e+00	1.280254514e+00	1.092457538e+00	-8.561272378e-01	1.550559623e+00	-5.477965237e-01	1.641291632e+00	-4.864928397e-01	1.903913713e+00	-3.168766037e-01	1.621031926e+00	3.707382474e-01	1.509818650e+00	7.017667212e-01	2.825896689e+00	9.374296543e-01	2.373731387e+00	-1.001655657e+00	1.135454434e+00	-5.197489747e-01	9.046090848e-01	2.739214404e-01	1.579035016e+00	-2.135345324e-01	2.993396950e+00	2.657448196e-01	1.385497637e+00	5.935115922e-01	1.487517063e+00	2.418010691e-01	1.311866610e+00	5.272034517e-01	2.082781044e+00	-1.699190125e-01	1.337504421e+00	1.394756004e+00	1.694025213e+00	4.226453632e-01	1.402863629e+00	-2.903335067e-01	1.196997474e+00	-6.769712090e+02	-9.688710136e+01

160	4.043145538e-01	1.758082599e+00	1.323965467e+00	1.803684518e+00	6.951189144e-01	1.540160647e+00	-3.919045449e-01	1.608874006e+00	3.564072536e-01	1.478805729e+00	3.835696383e-01	2.546138096e+00	2.006246815e-02	3.171747686e+00	-7.407460351e-02	1.073546515e+00	-2.182216771e-01	1.319501179e+00	9.179072605e-02	1.840588920e+00	5.112031952e-02	2.221162261e+00	-5.951915182e-02	9.198496198e-01	-3.748267583e-01	1.081465653e+00	3.222869896e-01	1.724720059e+00	1.612477430e-01	2.050433125e+00	3.397849246e-01	1.710998312e+00	-1.240495355e-01	1.201626123e+00	1.076077535e-01	1.603801718e+00	5.843944586e-01	1.374016410e+00	-2.152523192e-02	1.379210641e+00	6.543258044e-01	1.993963083e+00	-4.135043127e-01	1.953396634e+00	-7.895449589e-01	2.226269930e+00	8.771628363e-04	1.420549456e+00	2.389200827e-01	1.978995985e+00	-4.608686454e-01	1.544429405e+00	6.055667292e-01	1.570936600e+00	4.174850449e-01	1.081540918e+00	-3.196176204e-02	1.930233759e+00	2.017603214e-01	1.792834340e+00	1.829434446e-01	1.019224277e+00	-6.881285402e+02	-9.811193669e+01

161	8.705771083e-01	2.609812455e+00	1.006169241e+00	2.081823079e+00	-3.159968052e-01	2.279115520e+00	-2.053386695e-01	8.531014445e-01	4.428387442e-01	1.498551426e+00	-7.296701454e-01	1.998050146e+00	3.498185741e-01	1.676409164e+00	-1.312243505e-01	8.212506551e-01	8.034045605e-02	1.355275744e+00	-7.915825672e-01	2.635932442e+00	-1.263924262e-02	2.508508357e+00	3.828801302e-01	1.414799407e+00	-5.766105668e-01	1.419776510e+00	-2.266869703e-01	1.815622362e+00	-3.847312445e-01	1.230382818e+00	3.679157162e-01	1.803895098e+00	3.458317544e-01	2.100984692e+00	-7.714239981e-01	2.046364054e+00	7.968292598e-01	2.158440435e+00	1.168951466e-01	1.279250174e+00	6.115092343e-01	1.949256383e+00	1.467031532e-01	1.310405731e+00	-1.871313592e-01	1.567499228e+00	-3.167546211e-01	1.257984429e+00	-1.080030087e-02	1.915082973e+00	5.286161534e-02	1.721712315e+00	1.070932316e-01	2.349252261e+00	1.124111571e+00	1.211574472e+00	5.519657948e-01	4.712279716e+00	6.228904396e-01	1.788731044e+00	5.570608729e-01	1.820845204e+00	-6.625939533e+02	-1.023433189e+02

162	-1.563735249e-01	1.562871623e+00	7.037872427e-01	1.603536688e+00	1.124133880e-01	1.170055032e+00	-2.304644703e-01	1.102649253e+00	1.322142897e-01	9.170145780e-01	-1.656557520e+00	2.242597491e+00	-1.192388031e-01	6.834959077e-01	2.986013757e-01	1.619752232e+00	9.594879686e-01	9.936846607e-01	1.514241129e-01	2.027444583e+00	2.828126923e+00	1.117149249e+00	-1.117436369e+00	8.467584757e-01	-1.571125518e-01	5.121586977e-01	1.593443865e+00	1.108206417e+00	-2.209435161e-01	1.977407205e+00	-1.016709591e+00	1.353202089e+00	1.070785807e+00	1.063670946e+00	-5.154200710e-01	2.455442265e+00	1.054607109e+00	2.804972100e+00	1.134413533e+00	1.223097206e+00	4.512560977e-01	1.507268733e+00	1.792672066e+00	1.525391592e+00	-8.192510837e-01	2.331896529e+00	3.571765690e-02	7.988964305e-01	-4.805233826e-01	1.316034029e+00	-3.475125616e-01	1.769819931e+00	-4.466949503e-01	2.164352035e+00	6.754870370e-01	1.454099707e+00	2.490953453e-01	9.336029901e-01	-3.958088868e-01	5.988227824e-01	9.745436986e-01	8.649129670e-01	-6.553175216e+02	-9.256121078e+01

163	2.996493195e-01	7.791697721e-01	1.045545502e+00	4.548516415e+00	1.321834082e+00	8.524991892e-01	-9.049899444e-01	4.447377490e-01	-1.502471678e+00	1.572868140e+00	-4.291600541e-01	1.196831902e+00	2.021348906e+00	3.951028105e-01	7.947921041e-01	1.814359901e+00	4.646957575e-01	1.796942909e+00	2.728007295e-01	8.072561345e-01	1.305150909e-01	1.517809412e+00	5.532343950e-01	3.099997978e-01	4.243735189e-01	4.077880266e-01	2.207407236e+00	8.550397792e-01	7.019296369e-01	1.444694449e+00	-1.199949767e-01	1.260864867e+00	6.630092066e-01	8.780334583e-01	1.370457438e+00	1.308297950e+00	1.591778402e+00	1.358316016e+00	-1.598032453e+00	1.654998661e+00	6.654162628e-01	1.363992770e+00	-1.518349067e+00	1.576754741e+00	-3.574531893e-01	1.039496657e+00	-1.622472265e+00	4.457463244e+00	-9.240950066e-01	9.152870194e-01	5.672498874e-01	1.406075387e+00	-8.199818340e-01	1.007919189e+00	9.596834320e-01	1.816360294e+00	-7.633443132e-01	2.402933019e+00	1.638183346e+00	8.217888132e-01	7.501961375e-01	5.263408678e-01	-7.199244617e+02	-9.221528420e+01

164	5.237026824e-01	2.012305634e+00	1.143256151e+00	2.028258962e+00	8.898523886e-02	1.812843520e+00	-2.889293796e-01	1.986569177e+00	3.225533137e-01	1.388266263e+00	2.356973091e-01	2.212626348e+00	1.357573673e-01	1.632334888e+00	3.276182578e-02	1.240352662e+00	-6.243098599e-01	1.616892697e+00	1.372420210e-01	1.243881144e+00	-1.648205077e-01	3.065644079e+00	-9.812733039e-02	1.087631193e+00	-6.007261454e-01	1.155180614e+00	-2.503719670e-01	1.583333158e+00	1.780315121e-01	2.066080809e+00	5.361974038e-02	1.491820466e+00	-4.051933490e-01	1.092979783e+00	3.908760812e-02	2.135707893e+00	3.307575262e-01	1.594596005e+00	3.191849187e-01	1.147459478e+00	5.550478098e-01	1.517951220e+00	-2.059938991e-01	2.044959824e+00	-6.493141322e-01	1.577731002e+00	-2.489397495e-01	1.412888288e+00	-3.106488291e-03	2.241617252e+00	-1.731868256e-02	1.442853197e+00	9.324618481e-02	1.759812386e+00	8.429872583e-01	1.179275547e+00	-3.024809457e-01	1.841339071e+00	6.640001976e-02	1.244377923e+00	-5.192028951e-01	1.418318515e+00	-7.037636390e+02	-9.739964683e+01

165	1.750253309e+00	1.643397103e+00	1.360584890e+00	3.672451657e+00	-2.169299668e-01	3.262020201e+00	-1.036847175e+00	6.529722189e-01	3.739566844e-01	1.038808346e+00	-8.180710878e-01	1.193052432e+00	3.155315544e-03	5.711018286e-01	4.991655434e-01	1.140526755e+00	7.612770991e-01	3.292127866e+00	5.042265594e-01	6.907679697e-01	-2.040352905e+00	1.176055443e+00	1.681570576e+00	1.899153005e+00	-9.570403974e-01	8.258480147e-01	8.504447180e-01	1.075454262e+00	8.991293327e-01	1.658114144e+00	6.971716695e-02	7.577317967e-01	-9.544513688e-01	6.354190729e-01	3.983728635e-01	3.089664717e+00	-1.756620326e-01	9.017022860e-01	5.727857435e-01	1.114228670e+00	-5.866679335e-01	1.910360802e+00	-2.684997020e+00	7.155994676e-01	6.804346142e-01	1.515282785e+00	-7.049211291e-01	7.940321315e-01	-1.397407008e-02	5.382668866e+00	2.354577437e+00	1.076423557e+00	-5.003345590e-01	3.139033802e+00	1.614133079e+00	1.149531542e+00	7.546615875e-01	1.563896807e+00	-1.029172595e+00	3.011454181e-01	-8.547727435e-02	6.090705212e-01	-7.679136993e+02	-9.688460285e+01

166	-6.212422131e-01	2.470727419e+00	1.660758164e+00	3.016424312e+00	2.052765588e-01	3.184996827e+00	-4.385916155e-01	8.775156376e-01	-2.584684300e-01	2.869485058e+00	-1.877280756e-01	1.255363433e+00	-3.471396896e-01	1.108133567e+00	-3.832930757e-02	1.457337324e+00	2.013733024e-01	1.277840796e+00	-3.617688391e-01	1.542045098e+00	7.019679058e-01	1.087575654e+00	-8.756427658e-01	1.722698462e+00	-3.150570040e-01	8.505941763e-01	2.985090774e-01	1.301653940e+00	-2.217661340e-01	1.944060261e+00	-5.062290252e-01	3.725380336e-01	2.382751570e-01	1.230378839e+00	3.915894782e-01	1.092284127e+00	-1.298775932e+00	1.755588599e+00	2.975710797e-02	1.961409925e+00	9.762164866e-01	1.362867540e+00	6.685770850e-01	2.378502594e+00	-1.012398394e-01	1.506739353e+00	-1.033430421e+00	1.601159594e+00	4.823536532e-01	1.563858808e+00	-5.649635256e-01	1.150966514e+00	-1.086349033e+00	6.361846025e-01	9.122321830e-01	1.221412980e+00	2.234441810e+00	2.439213794e+00	4.302469668e-01	2.097270505e+00	-1.058284595e-01	1.186227986e-01	-6.889372447e+02	-9.716656409e+01
